Market Center,Commodity,State,Loc,Year,Month,Unit of Arrivals,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Kovvur,Onion,Andhra Pradesh,"[81.7333, 17.0167]",2012,February,Tonnes,Onion,800,1000,900,Rs/Quintal
Kovvur,Potato,Andhra Pradesh,"[81.7333, 17.0167]",2012,February,Tonnes,Potato,900,1100,1000,Rs/Quintal
Kovvur,Ridgeguard(Tori),Andhra Pradesh,"[81.7333, 17.0167]",2012,February,Tonnes,Ridgeguard(Tori),3400,3600,3500,Rs/Quintal
Kovvur,Snakeguard,Andhra Pradesh,"[81.7333, 17.0167]",2012,February,Tonnes,Snakeguard,700,900,800,Rs/Quintal
Kovvur,Tomato,Andhra Pradesh,"[81.7333, 17.0167]",2012,February,Tonnes,Tomato,1500,1700,1600,Rs/Quintal
Krosuru,Cotton,Andhra Pradesh,"[80.13330, 16.55]",2012,February,Tonnes,MCU,3300,3500,3400,Rs/Quintal
Kuchinapudi,Paddy(Dhan),Andhra Pradesh,"[80.74985, 15.96237]",2012,February,Tonnes,B P T,1080,1130,1105,Rs/Quintal
Kuchinapudi,Rice,Andhra Pradesh,"[80.74985, 15.96237]",2012,February,Tonnes,B P T,1800,2000,1900,Rs/Quintal
Kuppam,Tomato,Andhra Pradesh,"[78.33302, 12.74703]",2012,February,Tonnes,Local,900,1000,950,Rs/Quintal
Kurupam,Paddy(Dhan),Andhra Pradesh,"[83.55099, 18.86688]",2012,February,Tonnes,1001,1080,1080,1080,Rs/Quintal
Lakkireddipally,Groundnut pods (raw),Andhra Pradesh,"[78.7, 14.1667]",2011,February,Tonnes,Other,2800,3000,2800,Rs/Quintal
Lakkireddipally,Groundnut pods (raw),Andhra Pradesh,"[78.7, 14.1667]",2012,February,Tonnes,Other,3500,3500,3500,Rs/Quintal
Macharla,Paddy(Dhan),Andhra Pradesh,"[79.43, 16.48]",2012,February,Tonnes,B P T,1300,1370,1350,Rs/Quintal
Macharla,Cotton,Andhra Pradesh,"[79.43, 16.48]",2012,February,Tonnes,Other,3450,3750,3550,Rs/Quintal
Machilipatnam,Paddy(Dhan),Andhra Pradesh,"[81.13, 16.17]",2012,February,Tonnes,B P T,1160,1170,1160,Rs/Quintal
Machilipatnam,Paddy(Dhan),Andhra Pradesh,"[81.13, 16.17]",2012,February,Tonnes,MTU-1001,1110,1120,1110,Rs/Quintal
Machilipatnam,Paddy(Dhan),Andhra Pradesh,"[81.13, 16.17]",2012,February,Tonnes,NO. 2716,1120,1140,1120,Rs/Quintal
Madanapalli,Tomato,Andhra Pradesh,"[78.5, 13.55]",2012,February,Tonnes,Local,800,1000,900,Rs/Quintal
Madanapalli,Tomato,Andhra Pradesh,"[78.5, 13.55]",2012,February,Tonnes,Other,600,780,740,Rs/Quintal
Maddipadu,Paddy(Dhan),Andhra Pradesh,"[80.02301, 15.62221]",2012,February,Tonnes,B P T,1100,1120,1110,Rs/Quintal
Maddipadu,Bengal Grams(Gram),Andhra Pradesh,"[80.02301, 15.62221]",2012,February,Tonnes,Gulabi,2380,2420,2400,Rs/Quintal
Malleswaram,Paddy(Dhan),Andhra Pradesh,"[81.270076, 16.3585198]",2011,February,Tonnes,B P T,1000,1100,1050,Rs/Quintal
Malleswaram,Paddy(Dhan),Andhra Pradesh,"[81.270076, 16.3585198]",2011,February,Tonnes,MTU-1001,980,1030,1000,Rs/Quintal
Malleswaram,Paddy(Dhan),Andhra Pradesh,"[81.270076, 16.3585198]",2011,February,Tonnes,MTU-1010,1000,1060,1030,Rs/Quintal
Malleswaram,Paddy(Dhan),Andhra Pradesh,"[81.270076, 16.3585198]",2011,February,Tonnes,NO. 2716,1000,1060,1030,Rs/Quintal
Malleswaram,Paddy(Dhan),Andhra Pradesh,"[81.270076, 16.3585198]",2012,February,Tonnes,B P T,1100,1150,1110,Rs/Quintal
Malleswaram,Paddy(Dhan),Andhra Pradesh,"[81.270076, 16.3585198]",2012,February,Tonnes,MTU-1001,1050,1110,1080,Rs/Quintal
Malleswaram,Paddy(Dhan),Andhra Pradesh,"[81.270076, 16.3585198]",2012,February,Tonnes,MTU-1010,1100,1150,1110,Rs/Quintal
Malleswaram,Paddy(Dhan),Andhra Pradesh,"[81.270076, 16.3585198]",2012,February,Tonnes,NO. 2716,1100,1150,1110,Rs/Quintal
Mangalagiri,Maize,Andhra Pradesh,"[80.56871, 16.43491]",2012,February,Tonnes,Local,1000,1060,1030,Rs/Quintal
Mangalagiri,Paddy(Dhan),Andhra Pradesh,"[80.56871, 16.43491]",2012,February,Tonnes,B P T,1140,1230,1170,Rs/Quintal
Markapur,Bajra(Pearl Millet),Andhra Pradesh,"[79.26913, 15.73615]",2012,February,Tonnes,Bold,980,1000,990,Rs/Quintal
Markapur,Jowar(Sorgham),Andhra Pradesh,"[79.26913, 15.73615]",2012,February,Tonnes,Jowar ( White),980,1000,990,Rs/Quintal
Martur,Paddy(Dhan),Andhra Pradesh,"[80.10377, 15.99384]",2012,February,Tonnes,B P T,1320,1350,1330,Rs/Quintal
Martur,Bengal Grams(Gram),Andhra Pradesh,"[80.10377, 15.99384]",2012,February,Tonnes,Gulabi,3500,3600,3550,Rs/Quintal
Mulakalacheruvu,Tomato,Andhra Pradesh,"[77.3956, 14.13199]",2012,February,Tonnes,Local,600,800,700,Rs/Quintal
Mummidivaram,Chilli Red,Andhra Pradesh,"[82.10430, 16.64150]",2012,February,Tonnes,Coconut,2600,3000,2800,Rs/Quintal
Mydukur,Paddy(Dhan),Andhra Pradesh,"[78.78, 14.7]",2011,February,Tonnes,B P T,1200,1200,1200,Rs/Quintal
Mydukur,Paddy(Dhan),Andhra Pradesh,"[78.78, 14.7]",2012,February,Tonnes,Masuri,1100,1200,1150,Rs/Quintal
Nagalapuram,Paddy(Dhan),Andhra Pradesh,"[79.79885, 13.38578]",2012,February,Tonnes,Paddy Coarse,950,1050,1000,Rs/Quintal
Nagaram,Paddy(Dhan),Andhra Pradesh,"[80.72444, 16.00444]",2012,February,Tonnes,Paddy,1060,1100,1080,Rs/Quintal
Nagaram,Chilli Red,Andhra Pradesh,"[80.72444, 16.00444]",2012,February,Tonnes,Coconut,2800,3200,3000,Rs/Quintal
Naidupet,Paddy(Dhan),Andhra Pradesh,"[80.04651, 13.89762]",2012,February,Tonnes,MTU-1010,1080,1110,1080,Rs/Quintal
Nandigama,Paddy(Dhan),Andhra Pradesh,"[80.28594, 16.77251]",2012,February,Tonnes,B P T,1100,1150,1120,Rs/Quintal
Nandikotkur,Maize,Andhra Pradesh,"[78.26459, 15.85559]",2012,February,Tonnes,Hybrid,1020,1120,1080,Rs/Quintal
Nandikotkur,Paddy(Dhan),Andhra Pradesh,"[78.26459, 15.85559]",2012,February,Tonnes,Sona,1100,1200,1150,Rs/Quintal
Nandikotkur,Bengal Grams(Gram),Andhra Pradesh,"[78.26459, 15.85559]",2012,February,Tonnes,Gulabi,3050,3300,3200,Rs/Quintal
Nandikotkur,Sunflower,Andhra Pradesh,"[78.26459, 15.85559]",2012,February,Tonnes,Hybrid,2900,3100,3000,Rs/Quintal
Nandyal,Jowar(Sorgham),Andhra Pradesh,"[78.48, 15.48]",2011,February,Tonnes,Jowar (Yellow),1100,1214,1200,Rs/Quintal
Nandyal,Paddy(Dhan),Andhra Pradesh,"[78.48, 15.48]",2011,February,Tonnes,Sona Mahsuri,1200,1411,1200,Rs/Quintal
Nandyal,Sunflower,Andhra Pradesh,"[78.48, 15.48]",2011,February,Tonnes,Sunflower,3700,4500,3845,Rs/Quintal
Nandyal,Jowar(Sorgham),Andhra Pradesh,"[78.48, 15.48]",2012,February,Tonnes,Jowar Hybrid,1700,1900,1800,Rs/Quintal
Nandyal,Paddy(Dhan),Andhra Pradesh,"[78.48, 15.48]",2012,February,Tonnes,Sona Mahsuri,1110,1130,1120,Rs/Quintal
Nandyal,Bengal Grams(Gram),Andhra Pradesh,"[78.48, 15.48]",2012,February,Tonnes,Desi (Whole),3400,3500,3450,Rs/Quintal
Nandyal,Red Grams,Andhra Pradesh,"[78.48, 15.48]",2012,February,Tonnes,Desi(Whole),3410,3430,3420,Rs/Quintal
Narasannapet,Paddy(Dhan),Andhra Pradesh,"[84.04593, 18.41636]",2012,February,Tonnes,Paddy,1080,1110,1080,Rs/Quintal
Narasaraopet,Bajra(Pearl Millet),Andhra Pradesh,"[80.07, 16.25]",2011,February,Tonnes,Local,1000,1200,1100,Rs/Quintal
Narasaraopet,Paddy(Dhan),Andhra Pradesh,"[80.07, 16.25]",2011,February,Tonnes,B P T,1000,1100,1050,Rs/Quintal
Narasaraopet,Rice,Andhra Pradesh,"[80.07, 16.25]",2011,February,Tonnes,B P T,2200,2400,2300,Rs/Quintal
Narasaraopet,Black Grams (Urd Beans),Andhra Pradesh,"[80.07, 16.25]",2011,February,Tonnes,Local,5100,5300,5200,Rs/Quintal
Narasaraopet,Bajra(Pearl Millet),Andhra Pradesh,"[80.07, 16.25]",2012,February,Tonnes,Local,1100,1300,1200,Rs/Quintal
Narasaraopet,Jowar(Sorgham),Andhra Pradesh,"[80.07, 16.25]",2012,February,Tonnes,Jowar ( White),1600,1800,1700,Rs/Quintal
Narasaraopet,Jowar(Sorgham),Andhra Pradesh,"[80.07, 16.25]",2012,February,Tonnes,Jowar (Yellow),1900,2100,2000,Rs/Quintal
Narasaraopet,Paddy(Dhan),Andhra Pradesh,"[80.07, 16.25]",2012,February,Tonnes,B P T,1100,1300,1200,Rs/Quintal
Narasaraopet,Rice,Andhra Pradesh,"[80.07, 16.25]",2012,February,Tonnes,B P T,2500,2700,2600,Rs/Quintal
Narasaraopet,Bengal Grams(Gram),Andhra Pradesh,"[80.07, 16.25]",2012,February,Tonnes,Jawari/Local,3500,3700,3600,Rs/Quintal
Narasaraopet,Black Grams (Urd Beans),Andhra Pradesh,"[80.07, 16.25]",2012,February,Tonnes,Local,4400,4600,4500,Rs/Quintal
Narsapuram,Paddy(Dhan),Andhra Pradesh,"[82.98422, 17.80146]",2012,February,Tonnes,MTU-1010,1050,1080,1050,Rs/Quintal
Narsapuram,Rice,Andhra Pradesh,"[82.98422, 17.80146]",2012,February,Tonnes,Sona Mansoori Non Basmati,2300,2400,2300,Rs/Quintal
Narsipatnam,Cashewnuts,Andhra Pradesh,"[82.6140, 17.6650]",2011,February,Tonnes,Local(Raw),4600,4800,4700,Rs/Quintal
Narsipatnam,Cashewnuts,Andhra Pradesh,"[82.6140, 17.6650]",2012,February,Tonnes,Local(Raw),5500,6500,6000,Rs/Quintal
Nellore,Paddy(Dhan),Andhra Pradesh,"[79.98646, 14.44260]",2012,February,Tonnes,MTU-1010,1050,1100,1080,Rs/Quintal
Nuzvid,Bhindi(Ladies Finger),Andhra Pradesh,"[80.85, 16.78]",2011,February,Tonnes,Bhindi,300,500,400,Rs/Quintal
Nuzvid,Brinjal,Andhra Pradesh,"[80.85, 16.78]",2011,February,Tonnes,Brinjal,200,400,300,Rs/Quintal
Nuzvid,French Beans (Frasbean),Andhra Pradesh,"[80.85, 16.78]",2011,February,Tonnes,Other,400,600,500,Rs/Quintal
Nuzvid,Green Chilly,Andhra Pradesh,"[80.85, 16.78]",2011,February,Tonnes,Green Chilly,900,1000,950,Rs/Quintal
Nuzvid,Tomato,Andhra Pradesh,"[80.85, 16.78]",2011,February,Tonnes,Tomato,200,500,350,Rs/Quintal
Ongole,Paddy(Dhan),Andhra Pradesh,"[80.04992, 15.50572]",2012,February,Tonnes,B P T,1280,1380,1350,Rs/Quintal
Ongole,Rice,Andhra Pradesh,"[80.04992, 15.50572]",2012,February,Tonnes,B P T,2500,2600,2550,Rs/Quintal
Ongole,Bengal Grams(Gram),Andhra Pradesh,"[80.04992, 15.50572]",2012,February,Tonnes,Gulabi,3250,3350,3270,Rs/Quintal
Ongole,Black Grams (Urd Beans),Andhra Pradesh,"[80.04992, 15.50572]",2012,February,Tonnes,Local,3500,3600,3540,Rs/Quintal
Ongole,Green Grams (Moong),Andhra Pradesh,"[80.04992, 15.50572]",2012,February,Tonnes,Medium,3420,3600,3520,Rs/Quintal
Ongole,Red Grams,Andhra Pradesh,"[80.04992, 15.50572]",2012,February,Tonnes,(Whole),3300,3400,3360,Rs/Quintal
"Paderu,RBZ",Turmeric,Andhra Pradesh,"[82.66670, 18.08330]",2012,February,Tonnes,Turmeric Round,6000,8000,7000,Rs/Quintal
Palakole,Paddy(Dhan),Andhra Pradesh,"[81.72534, 16.51746]",2012,February,Tonnes,MTU-1010,1066,1100,1100,Rs/Quintal
Palakole,Rice,Andhra Pradesh,"[81.72534, 16.51746]",2012,February,Tonnes,Sona Mansoori Non Basmati,2200,2300,2200,Rs/Quintal
Palakole,Chilli Red,Andhra Pradesh,"[81.72534, 16.51746]",2012,February,Tonnes,Coconut,2500,3000,2500,Rs/Quintal
Palakonda,Paddy(Dhan),Andhra Pradesh,"[83.75758, 18.60067]",2012,February,Tonnes,Paddy,1080,1110,1080,Rs/Quintal
Palamaner,Tomato,Andhra Pradesh,"[78.74694, 13.19908]",2012,February,Tonnes,Hybrid,400,660,530,Rs/Quintal
Pamarru,Paddy(Dhan),Andhra Pradesh,"[80.96121, 16.32298]",2012,February,Tonnes,B P T,1010,1030,1020,Rs/Quintal
Pamarru,Paddy(Dhan),Andhra Pradesh,"[80.96121, 16.32298]",2012,February,Tonnes,MTU-1001,1000,1020,1010,Rs/Quintal
Pamarru,Paddy(Dhan),Andhra Pradesh,"[80.96121, 16.32298]",2012,February,Tonnes,MTU-1010,970,990,980,Rs/Quintal
Pamarru,Paddy(Dhan),Andhra Pradesh,"[80.96121, 16.32298]",2012,February,Tonnes,MTU-2077,950,970,960,Rs/Quintal
Parchur,Maize,Andhra Pradesh,"[80.275, 15.96670]",2012,February,Tonnes,Local,1100,1200,1150,Rs/Quintal
Parchur,Paddy(Dhan),Andhra Pradesh,"[80.275, 15.96670]",2012,February,Tonnes,I.R. 20,1030,1100,1060,Rs/Quintal
Parchur,Bengal Grams(Gram),Andhra Pradesh,"[80.275, 15.96670]",2012,February,Tonnes,Average (Whole),3400,3500,3450,Rs/Quintal
Parvathipuram,Paddy(Dhan),Andhra Pradesh,"[83.42675, 18.78172]",2012,February,Tonnes,1001,1080,1080,1080,Rs/Quintal
Pathapatnam,Paddy(Dhan),Andhra Pradesh,"[84.0833, 18.75]",2012,February,Tonnes,Paddy,1080,1110,1080,Rs/Quintal
Pattikonda,Bengal Grams(Gram),Andhra Pradesh,"[77.50072, 15.39682]",2012,February,Tonnes,Jawari/Local,4000,4200,4100,Rs/Quintal
Pattikonda,Onion,Andhra Pradesh,"[77.50072, 15.39682]",2012,February,Tonnes,Local,750,800,752,Rs/Quintal
Peddapuram,Paddy(Dhan),Andhra Pradesh,"[82.13, 17.08]",2011,February,Tonnes,MTU-1010,1000,1030,1000,Rs/Quintal
Peddapuram,Paddy(Dhan),Andhra Pradesh,"[82.13, 17.08]",2012,February,Tonnes,Paddy,1000,1200,1080,Rs/Quintal
Penamaluru,Paddy(Dhan),Andhra Pradesh,"[80.71953, 16.468616]",2012,February,Tonnes,Sona Mahsuri,1080,1110,1100,Rs/Quintal
Penugonda,Paddy(Dhan),Andhra Pradesh,"[81.74452, 16.65472]",2012,February,Tonnes,Swarna Masuri (New),1000,1080,1050,Rs/Quintal
Penukonda,Groundnut,Andhra Pradesh,"[77.59732, 14.08443]",2012,February,Tonnes,Local,3100,3300,3200,Rs/Quintal
Penukonda,Sunflower,Andhra Pradesh,"[77.59732, 14.08443]",2012,February,Tonnes,Local,2700,2800,2750,Rs/Quintal
Pidugurala(Palnadu),Paddy(Dhan),Andhra Pradesh,"[79.89006, 16.48516]",2012,February,Tonnes,B P T,1200,1300,1250,Rs/Quintal
Pidugurala(Palnadu),Rice,Andhra Pradesh,"[79.89006, 16.48516]",2012,February,Tonnes,B P T,2400,2600,2500,Rs/Quintal
Piler,Groundnut,Andhra Pradesh,"[78.9333, 13.65]",2012,February,Tonnes,Local,3000,3200,3100,Rs/Quintal
Piler,Tomato,Andhra Pradesh,"[78.9333, 13.65]",2012,February,Tonnes,Local,250,400,300,Rs/Quintal
Pithapuram,Paddy(Dhan),Andhra Pradesh,"[82.25290, 17.11243]",2012,February,Tonnes,Paddy,1020,1050,1030,Rs/Quintal
Podili,Bajra(Pearl Millet),Andhra Pradesh,"[79.61463, 15.60703]",2012,February,Tonnes,Bold,960,980,970,Rs/Quintal
Podili,Red Grams,Andhra Pradesh,"[79.61463, 15.60703]",2012,February,Tonnes,(Whole),3100,3200,3150,Rs/Quintal
Polavaram,Paddy(Dhan),Andhra Pradesh,"[81.64324, 17.24789]",2012,February,Tonnes,Sona Masuri (OLD),1050,1110,1080,Rs/Quintal
Ponduru,Paddy(Dhan),Andhra Pradesh,"[79.9333, 15.4167]",2011,February,Tonnes,Paddy,1000,1030,1020,Rs/Quintal
Ponduru,Paddy(Dhan),Andhra Pradesh,"[79.9333, 15.4167]",2012,February,Tonnes,Paddy,1080,1110,1090,Rs/Quintal
Ponnur,Paddy(Dhan),Andhra Pradesh,"[80.54817, 16.0686]",2012,February,Tonnes,B P T,1100,1200,1150,Rs/Quintal
Ponnur,Black Grams (Urd Beans),Andhra Pradesh,"[80.54817, 16.0686]",2012,February,Tonnes,Black Gram (Whole),3800,4000,3900,Rs/Quintal
Prattipadu,Paddy(Dhan),Andhra Pradesh,"[82.2, 17.2333]",2011,February,Tonnes,MTU-1010,1030,1080,1060,Rs/Quintal
Prattipadu,Paddy(Dhan),Andhra Pradesh,"[82.2, 17.2333]",2011,February,Tonnes,Swarna Masuri (New),1010,1100,1040,Rs/Quintal
Prattipadu,Paddy(Dhan),Andhra Pradesh,"[82.2, 17.2333]",2012,February,Tonnes,MTU-1010,1110,1130,1120,Rs/Quintal
Prattipadu,Paddy(Dhan),Andhra Pradesh,"[82.2, 17.2333]",2012,February,Tonnes,Swarna Masuri (New),1030,1100,1050,Rs/Quintal
Proddatur,Paddy(Dhan),Andhra Pradesh,"[78.55316, 14.74919]",2012,February,Tonnes,B P T,1050,1200,1100,Rs/Quintal
Proddatur,Bengal Grams(Gram),Andhra Pradesh,"[78.55316, 14.74919]",2012,February,Tonnes,Other,3400,3500,3450,Rs/Quintal
Proddatur,Sunflower Seed,Andhra Pradesh,"[78.55316, 14.74919]",2012,February,Tonnes,Sunflower Seed,3400,3500,3450,Rs/Quintal
Proddatur,Cotton,Andhra Pradesh,"[78.55316, 14.74919]",2012,February,Tonnes,MCU 5,4400,4500,4450,Rs/Quintal
Pulivendala,Groundnut,Andhra Pradesh,"[78.2264, 14.42223]",2012,February,Tonnes,Local,2400,3500,2900,Rs/Quintal
Pulivendala,Sunflower,Andhra Pradesh,"[78.2264, 14.42223]",2012,February,Tonnes,Local,2800,3000,2900,Rs/Quintal
Pulivendala,Banana,Andhra Pradesh,"[78.2264, 14.42223]",2012,February,Tonnes,Medium,410,600,520,Rs/Quintal
Pulivendala,Orange,Andhra Pradesh,"[78.2264, 14.42223]",2012,February,Tonnes,Medium,900,1200,1040,Rs/Quintal
Pusapatirega,Maize,Andhra Pradesh,"[83.5527, 18.09199]",2012,February,Tonnes,Local,900,950,900,Rs/Quintal
Pusapatirega,Paddy(Dhan),Andhra Pradesh,"[83.5527, 18.09199]",2012,February,Tonnes,1001,1050,1100,1050,Rs/Quintal
Pusapatirega,Groundnut,Andhra Pradesh,"[83.5527, 18.09199]",2012,February,Tonnes,Local,2300,2400,2300,Rs/Quintal
Rajahmundry,Paddy(Dhan),Andhra Pradesh,"[81.80403, 17.00054]",2012,February,Tonnes,1001,1080,1100,1080,Rs/Quintal
Rajahmundry,Paddy(Dhan),Andhra Pradesh,"[81.80403, 17.00054]",2012,February,Tonnes,MTU-1010,1110,1130,1120,Rs/Quintal
Rajahmundry,Cashewnuts,Andhra Pradesh,"[81.80403, 17.00054]",2012,February,Tonnes,Local(Raw),5000,6500,5500,Rs/Quintal
Rajam,Paddy(Dhan),Andhra Pradesh,"[83.4, 18.28]",2011,February,Tonnes,Paddy,990,1010,1000,Rs/Quintal
Rajam,Paddy(Dhan),Andhra Pradesh,"[83.4, 18.28]",2012,February,Tonnes,Paddy,1080,1110,1090,Rs/Quintal
Rajampet,Papaya,Andhra Pradesh,"[79.1666, 14.1833]",2011,February,Tonnes,Papaya,300,330,320,Rs/Quintal
Rajampet,Paddy(Dhan),Andhra Pradesh,"[79.1666, 14.1833]",2012,February,Tonnes,ADT 37,1200,1200,1200,Rs/Quintal
Rajampet,"Gingelly (Sesamum, Sesame, Til)",Andhra Pradesh,"[79.1666, 14.1833]",2012,February,Tonnes,Black,3300,3500,3400,Rs/Quintal
Rajampet,Banana - Green,Andhra Pradesh,"[79.1666, 14.1833]",2012,February,Tonnes,Banana - Green,500,600,550,Rs/Quintal
Ramachandrapuram,Paddy(Dhan),Andhra Pradesh,"[82.02, 16.85]",2011,February,Tonnes,Paddy,1000,1000,1000,Rs/Quintal
Rapur,Paddy(Dhan),Andhra Pradesh,"[79.53365, 14.19982]",2012,February,Tonnes,MTU-1010,980,1050,1030,Rs/Quintal
Rapur,Lemon,Andhra Pradesh,"[79.53365, 14.19982]",2012,February,Tonnes,Other,430,480,460,Rs/Quintal
Ravulapelem,Paddy(Dhan),Andhra Pradesh,"[81.99984, 17.49867]",2012,February,Tonnes,MTU-1010,1110,1130,1120,Rs/Quintal
Ravulapelem,Paddy(Dhan),Andhra Pradesh,"[81.99984, 17.49867]",2012,February,Tonnes,Swarna Masuri (New),1080,1100,1090,Rs/Quintal
Ravulapelem,Chilli Red,Andhra Pradesh,"[81.99984, 17.49867]",2012,February,Tonnes,Coconut,2500,2800,2700,Rs/Quintal
Rayachoti,Paddy(Dhan),Andhra Pradesh,"[78.75189, 14.05855]",2012,February,Tonnes,ADT 37,1200,1200,1200,Rs/Quintal
Rayachoti,Ground Nut Seed,Andhra Pradesh,"[78.75189, 14.05855]",2012,February,Tonnes,Ground Nut Seed,5100,5300,5200,Rs/Quintal
Rayachoti,Tomato,Andhra Pradesh,"[78.75189, 14.05855]",2012,February,Tonnes,Local,900,1100,1000,Rs/Quintal
Rayadurg,Groundnut,Andhra Pradesh,"[76.85465, 14.69687]",2012,February,Tonnes,Local,3300,3500,3400,Rs/Quintal
Rayadurg,Tamarind fruit,Andhra Pradesh,"[76.85465, 14.69687]",2012,February,Tonnes,Chapathi,6000,7000,6500,Rs/Quintal
Rayadurg,Tamarind fruit,Andhra Pradesh,"[76.85465, 14.69687]",2012,February,Tonnes,Flower A/c,4000,5300,4500,Rs/Quintal
Rayadurg,Tamarind fruit,Andhra Pradesh,"[76.85465, 14.69687]",2012,February,Tonnes,Karpuli A/c Fine,7500,8500,8000,Rs/Quintal
Rayadurg,Tamarind fruit,Andhra Pradesh,"[76.85465, 14.69687]",2012,February,Tonnes,Seedless 1Variety,1000,2000,1500,Rs/Quintal
Razole,Paddy(Dhan),Andhra Pradesh,"[81.5024, 16.2836]",2011,February,Tonnes,Paddy,1000,1030,1020,Rs/Quintal
Razole,Paddy(Dhan),Andhra Pradesh,"[81.5024, 16.2836]",2012,February,Tonnes,Paddy,1000,1100,1050,Rs/Quintal
Razole,Chilli Red,Andhra Pradesh,"[81.5024, 16.2836]",2012,February,Tonnes,Coconut,2500,3500,3000,Rs/Quintal
Repalli,Paddy(Dhan),Andhra Pradesh,"[80.82947, 16.01742]",2012,February,Tonnes,B P T,1080,1130,1105,Rs/Quintal
Repalli,Rice,Andhra Pradesh,"[80.82947, 16.01742]",2012,February,Tonnes,B P T,1800,2000,1900,Rs/Quintal
Saluru,Maize,Andhra Pradesh,"[83.20509, 18.51638]",2012,February,Tonnes,Hybrid,860,900,880,Rs/Quintal
Saluru,Paddy(Dhan),Andhra Pradesh,"[83.20509, 18.51638]",2012,February,Tonnes,Sona Mahsuri,1080,1080,1080,Rs/Quintal
Saluru,Tamarind fruit,Andhra Pradesh,"[83.20509, 18.51638]",2012,February,Tonnes,Tamarind Fruit,2600,3000,2800,Rs/Quintal
Sampara,Paddy(Dhan),Andhra Pradesh,"[82.10539, 16.090816]",2012,February,Tonnes,Paddy Medium,1050,1110,1080,Rs/Quintal
Sattenapalli,Paddy(Dhan),Andhra Pradesh,"[80.12192, 16.40475]",2012,February,Tonnes,B P T,1100,1300,1200,Rs/Quintal
Sattenapalli,Cotton,Andhra Pradesh,"[80.12192, 16.40475]",2012,February,Tonnes,MCU 5,3800,4000,3900,Rs/Quintal
Siddavatam,Paddy(Dhan),Andhra Pradesh,"[78.96983, 14.46676]",2012,February,Tonnes,ADT 37,1200,1200,1200,Rs/Quintal
Siddavatam,Papaya,Andhra Pradesh,"[78.96983, 14.46676]",2012,February,Tonnes,Papaya,550,650,600,Rs/Quintal
Sompeta,Paddy(Dhan),Andhra Pradesh,"[84.58248, 18.94561]",2012,February,Tonnes,Paddy,1030,1080,1050,Rs/Quintal
Sompeta,Cashewnuts,Andhra Pradesh,"[84.58248, 18.94561]",2012,February,Tonnes,Local(Raw),6000,7000,6500,Rs/Quintal
Srikakulam,Paddy(Dhan),Andhra Pradesh,"[83.9, 18.3]",2011,February,Tonnes,Paddy,1000,1050,1025,Rs/Quintal
Srikakulam,Paddy(Dhan),Andhra Pradesh,"[83.9, 18.3]",2012,February,Tonnes,Paddy,1080,1110,1090,Rs/Quintal
Srikalahasti,Paddy(Dhan),Andhra Pradesh,"[79.70373, 13.75202]",2012,February,Tonnes,ADT 37,900,933,915,Rs/Quintal
Srikalahasti,Paddy(Dhan),Andhra Pradesh,"[79.70373, 13.75202]",2012,February,Tonnes,B P T,1300,1400,1350,Rs/Quintal
Srikalahasti,Ground Nut Seed,Andhra Pradesh,"[79.70373, 13.75202]",2012,February,Tonnes,Ground Nut Seed,5900,6000,5950,Rs/Quintal
Srikalahasti,Groundnut (Split),Andhra Pradesh,"[79.70373, 13.75202]",2012,February,Tonnes,Groundnut(Split),4900,5000,4950,Rs/Quintal
Sullurpet,Paddy(Dhan),Andhra Pradesh,"[80.01476, 13.7006]",2012,February,Tonnes,MTU-1010,1050,1100,1080,Rs/Quintal
Tadepalligudem,Paddy(Dhan),Andhra Pradesh,"[81.5, 16.8333]",2011,February,Tonnes,1001,980,1000,990,Rs/Quintal
Tadepalligudem,Paddy(Dhan),Andhra Pradesh,"[81.5, 16.8333]",2011,February,Tonnes,Sona Mahsuri,1100,1120,1110,Rs/Quintal
Tadepalligudem,Paddy(Dhan),Andhra Pradesh,"[81.5, 16.8333]",2011,February,Tonnes,Swarna Masuri (New),1020,1040,1030,Rs/Quintal
Tadepalligudem,Rice,Andhra Pradesh,"[81.5, 16.8333]",2011,February,Tonnes,Sona,2400,2400,2400,Rs/Quintal
Tadepalligudem,Onion,Andhra Pradesh,"[81.5, 16.8333]",2011,February,Tonnes,Medium,800,1400,1350,Rs/Quintal
Tadepalligudem,Paddy(Dhan),Andhra Pradesh,"[81.5, 16.8333]",2012,February,Tonnes,1001,1060,1080,1070,Rs/Quintal
Tadepalligudem,Paddy(Dhan),Andhra Pradesh,"[81.5, 16.8333]",2012,February,Tonnes,Swarna Masuri (New),1080,1100,1090,Rs/Quintal
Tadepalligudem,Rice,Andhra Pradesh,"[81.5, 16.8333]",2012,February,Tonnes,Sona,2500,2500,2500,Rs/Quintal
Tadepalligudem,Onion,Andhra Pradesh,"[81.5, 16.8333]",2012,February,Tonnes,Medium,300,650,550,Rs/Quintal
Tadepalligudem,Dry Chillies,Andhra Pradesh,"[81.5, 16.8333]",2012,February,Tonnes,Other,4000,5500,5400,Rs/Quintal
Tadikonda,Cotton,Andhra Pradesh,"[80.45417, 16.41667]",2012,February,Tonnes,Cotton (Unginned),3300,3800,3600,Rs/Quintal
